BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,prcp_m05,prcp_m06,prcp_m07,prcp_m08,prcp_m09,prcp_m10,tmax_m05,tmax_m06,tmax_m07,tmax_m08,tmax_m09,tmax_m10,tmean_m05,tmean_m06,tmean_m07,tmean_m08,tmean_m09,tmean_m10,tmin_m05,tmin_m06,tmin_m07,tmin_m08,tmin_m09,tmin_m10
0.8618047047419506,-0.6222164850925197,-0.6169561389985552,0.25577242411903917,0.8107832648836154,0.6551765293570989,0.028585194246220073,0.236710213147671,-0.04174896612735058,0.6983133422853068,0.4475306175528604,-0.2111402373642422,-0.10406230188193023,0.1439796508829449,-0.29050153724403954,-0.3886073491206544,0.31985374192679344,-0.3755654081830697,0.06311298024261558,0.29307294084438745,-0.6743058134634818,-0.025059569618095585,-0.733625539681983,0.31389591729336014,0.33807943830389664,0.03003037488417929,0.1272357564849823,0.4359732375787123,0.633843091628691,0.8700490475311609,0.6350000044660465,-0.2624038174195119,-0.0989574308666933,0.6503028695816254,0.3860033446253787,0.9245809043417416,0.9574968378531713,-0.2550777790664113,-0.43561452384615856,0.7114720838063116,-0.2842171096334682,0.8910041155043598,0.9405885131949532
0.8788742370887702,-0.67285124380388,-0.6799943342831155,0.30324690002013255,0.8789761150728074,0.6968515102556058,0.05272189557441055,0.3940324551141719,-0.06190327480016028,0.7773352859018422,0.43352485347168573,-0.25839100859863856,-0.0770250520530452,-0.06335676128498528,-0.19135201096712917,-0.4013920148237795,0.23570434481548824,-0.37229943854163255,0.027070239738219627,0.2727304685171807,-0.7234680675773887,-0.005592290970165487,-0.7457866601053273,0.2053916495736849,0.19977361844268418,-0.04796929069900776,0.24152792305318507,0.44835849653504745,0.6224690048228301,0.8926074128488096,0.5346497323264726,-0.31598829754593305,0.0637183773472331,0.6787389247288488,0.4050423202658583,0.9011635774643997,0.8998456901701251,-0.21437019439548305,-0.280124225044385,0.7532351356242187,-0.23183803978581824,0.8312909146834011,0.8966153677636126
0.7188375975603346,-0.25972529656969284,-0.15284456881088615,0.41044735506049046,0.5324959659364871,0.560061346274711,-0.19120576616874013,0.05558542903252422,0.04819561890993828,0.6074074668950235,0.24005263975331992,-0.10969541750348402,0.012444314826123798,0.4941551458172325,-0.09437898806700815,-0.22986857567915686,0.4476631282164748,-0.18617973493793993,0.2409536664223077,-0.016410265824783107,-0.19172729890684181,0.03330688967133965,-0.5180399289509072,0.21138850378835622,0.39517878200192075,0.555926734340701,0.19578704249315293,0.17933356561121488,0.7115430382182073,0.8053765301477745,0.52070958227411,0.34420357576508165,-0.10005174114295576,0.45183996636119056,0.5230022485850822,0.8416728052176653,0.7240050792287424,-0.20163693476343514,-0.5208716792135896,0.5949962423601515,-0.1199157200631797,0.8200637514889342,0.6325922444429348
0.770532156396667,-0.3930657068556576,-0.5215561110740244,0.3693408581064805,0.6678171940321563,0.38827526644353333,0.26849426009776356,0.167803001532607,-0.21986690034122147,0.6202694879332075,0.25493798999163725,-0.14997611406388428,-0.1385511516659278,0.22686498530720103,-0.3654030511583192,-0.3383188989813874,0.25299848134981856,-0.34504129513497184,-0.008931621733618554,0.35758415909192565,-0.5588163440846572,-0.07385420895792225,-0.6135207295373767,0.4123707252658975,0.34189221248433915,0.034778810973974644,-0.05960383014586619,0.6266188918478844,0.48557457724478625,0.8110438047904143,0.8203736581940674,-0.24014582838865747,-0.21616295215944636,0.7748535191156151,0.21988973530410522,0.8958991657324405,0.9132175009729034,-0.30827283575995695,-0.38034487774162584,0.785186660530081,-0.38106883901450495,0.9005784292467819,0.9068561280545127
-0.1427870024035961,-0.05517611999816485,0.03272974392245945,0.06312446382270642,0.03969166348774955,0.14200975725728807,-0.17649651075262765,0.5770036297012717,0.23160416122708016,0.15275315035948483,-0.06676870313814946,0.03444350633061399,0.38000764574426493,-0.7517784962137422,0.7477661352966862,0.262445311652824,-0.19257527045564568,0.35306234985404894,0.12938943935641947,-0.27397424632015666,0.26272347095760473,0.3087216514286381,0.3072341099451685,-0.5547599018370531,-0.7282660569069042,-0.10610410777804494,0.6774978237531976,-0.4223288085871106,-0.004473989340704228,-0.14289788859324487,-0.7564739455360799,0.17039702636635518,0.8329054989081583,-0.33219487839834,0.2561781908505482,-0.3608479007978856,-0.6419858329780125,0.4607360284666887,0.7020326243268756,-0.17425928734298946,0.5926840841533838,-0.5039162663386837,-0.6297222376409453
0.900879914494863,-0.5914712663645187,-0.7028732367537157,0.3670057046709446,0.8634440245641749,0.5651129180496388,0.24504104586701553,0.42518289363858414,-0.09534186259683694,0.7947089121756964,0.3863652948095525,-0.11085066904171102,0.020213140565502486,-0.02197592404735411,-0.15900781988071114,-0.26579706409346643,0.29242830171380463,-0.24765990832802373,0.09226472643494331,0.40845247411462765,-0.604954794999234,0.0857235567849299,-0.6083376489095031,0.35297174095358796,0.12214049729573699,-0.09136110902871232,0.19922794148232795,0.5502637941208977,0.6128319664299415,0.91053528728682,0.7068347686334394,-0.30849391637455836,0.05048372692022029,0.7562946288784006,0.3915512126321906,0.9479713093583564,0.8779346685623826,-0.13681189509082223,-0.21572763943324746,0.8344239839296814,-0.19422980925118563,0.9097230518918709,0.8815432123712296
0.63137274832744,-0.5348810937553364,-0.6316245587331805,0.35285470601090196,0.7659105307720239,0.5109400037171579,0.20172749825018232,0.9680441617780501,0.17334564979090775,0.8143467501765711,0.2757939926925339,0.11473092716625642,0.5146832394989479,-0.7585275683520792,0.6486995494939846,0.1968918871532052,0.12980380242661124,0.2868572471175741,0.29447525634330995,0.2446983898535971,-0.15268022153480865,0.5015978407989549,-0.05447164839157732,-0.09021156477111206,-0.7204853675220652,-0.2995387296316843,0.8142254886940623,0.09747410173506207,0.5010082332248319,0.6079686919058097,-0.021101142764814625,-0.14606012778237454,0.868113479171722,0.32723319137952644,0.5787725345153999,0.4568831057247725,0.06641011594155495,0.46291299675429226,0.5829935062215877,0.5546663680374897,0.49585993215859997,0.3167244364982977,0.09498428702029764
0.06922818808033164,-0.4167542249169004,-0.35529194506643225,-0.06987449541065814,0.32598155033976306,0.3309112022556805,-0.09772215831554018,0.5916954383667609,0.13646521851507157,0.25114966313706527,0.17150616850128655,-0.15531611234391682,0.14963776605715612,-0.85071701183965,0.4029718964907284,-0.027494251751361387,-0.24069049623699326,0.030665838431670225,-0.0542457505560843,-0.04791507095105327,-0.2768011550985796,0.14643498804094351,-0.07130473623040545,-0.4207851225147059,-0.5332734008285084,-0.42528097663216263,0.5279215003588946,-0.1677406333249971,0.017599068047427675,0.01708088217410885,-0.5523080451714157,-0.325657301995621,0.657461521657041,-0.09912648435262074,0.15741090080958395,-0.1538948793048725,-0.22566098189350958,0.2532842448862161,0.5291607290684572,-0.02707876732161072,0.3004490333133058,-0.29820515337723796,-0.16947234275738404
-0.3207690894655925,-0.029953038002695335,0.20479623087634558,-0.11798413333415023,-0.12987783479390877,0.17128798383629099,-0.4515842321047074,0.2738161669912279,0.22363495020222862,-0.08142344902226512,-0.0652796590631327,-0.17318517379773396,0.11683429841323191,-0.5876863019037903,0.5102519444624989,0.0374759634318022,-0.28543918898757653,0.11373651447231992,-0.029511668323295093,-0.47865978847147556,0.13569950663948252,0.06107178430236054,0.1393477074108144,-0.6829938239619344,-0.4244681171422363,0.009388312756685006,0.49482369462512615,-0.553445781263691,-0.12011600893427186,-0.3145310351214668,-0.9291846566000425,0.17348135955972116,0.595253120160459,-0.4976016107587181,0.11433461731435433,-0.5189947321939611,-0.6018986498567725,0.2342734620208802,0.44819285465819514,-0.4094272012844052,0.39760893670275554,-0.6587061320791303,-0.6036898569878892
